"Employee #","Last Name","First Name","Date","Log In","Log Out"
"10032","Castro","John Rafael","11/27/2024","10:52:00 AM","08:24:00 PM"
"10033","Martinez","Carlos Ian","11/27/2024","10:12:00 AM","05:19:00 PM"
"10034","Santos","Beatriz","11/27/2024","10:44:00 AM","06:52:00 PM"
"10001","Garcia","Manuel III","11/28/2024","10:18:00 AM","08:09:00 PM"
"10002","Lim","Antonio","11/28/2024","10:32:00 AM","07:55:00 PM"
"10003","Aquino","Bianca Sofia","11/28/2024","10:38:00 AM","06:45:00 PM"
"10004","Reyes","Isabella","11/28/2024","08:55:00 AM","04:29:00 PM"
"10005","Hernandez","Eduard","11/28/2024","10:06:00 AM","07:24:00 PM"
"10006","Villanueva","Andrea Mae","11/28/2024","08:55:00 AM","06:33:00 PM"
"10007","San Jose","Brad","11/28/2024","08:56:00 AM","04:43:00 PM"
"10008","Romualdez","Alice","11/28/2024","09:37:00 AM","06:18:00 PM"
"10009","Atienza","Rosie","11/28/2024","09:13:00 AM","08:00:00 PM"
"10010","Alvaro","Roderick","11/28/2024","10:52:00 AM","08:07:00 PM"
"10011","Salcedo","Anthony","11/28/2024","08:00:00 AM","05:57:00 PM"
"10012","Lopez","Josie","11/28/2024","09:59:00 AM","07:22:00 PM"
"10013","Farala","Martha","11/28/2024","10:22:00 AM","08:27:00 PM"
"10014","Martinez","Leila","11/28/2024","10:59:00 AM","09:49:00 PM"
"10015","Romualdez","Fredrick","11/28/2024","08:25:00 AM","03:35:00 PM"
"10016","Mata","Christian","11/28/2024","09:20:00 AM","04:34:00 PM"
"10017","De Leon","Selena","11/28/2024","08:42:00 AM","07:15:00 PM"
"10018","San Jose","Allison","11/28/2024","10:38:00 AM","05:43:00 PM"
"10019","Rosario","Cydney","11/28/2024","10:21:00 AM","06:10:00 PM"
"10020","Bautista","Mark","11/28/2024","09:03:00 AM","06:27:00 PM"
"10021","Lazaro","Darlene","11/28/2024","09:03:00 AM","04:57:00 PM"
"10022","Delos Santos","Kolby","11/28/2024","09:43:00 AM","06:57:00 PM"
"10023","Santos","Vella","11/28/2024","09:01:00 AM","06:08:00 PM"
"10024","Del Rosario","Tomas","11/28/2024","08:57:00 AM","04:41:00 PM"
"10025","Tolentino","Jacklyn","11/28/2024","08:06:00 AM","05:25:00 PM"
"10026","Gutierrez","Percival","11/28/2024","09:52:00 AM","08:06:00 PM"
"10027","Manalaysay","Garfield","11/28/2024","09:44:00 AM","07:22:00 PM"
"10028","Villegas","Lizeth","11/28/2024","10:43:00 AM","07:09:00 PM"
"10029","Ramos","Carol","11/28/2024","10:10:00 AM","05:40:00 PM"
"10030","Maceda","Emelia","11/28/2024","08:27:00 AM","06:38:00 PM"
"10031","Aguilar","Delia","11/28/2024","08:33:00 AM","07:22:00 PM"
"10032","Castro","John Rafael","11/28/2024","10:28:00 AM","08:56:00 PM"
"10033","Martinez","Carlos Ian","11/28/2024","10:05:00 AM","08:34:00 PM"
"10034","Santos","Beatriz","11/28/2024","09:46:00 AM","05:10:00 PM"
"10001","Garcia","Manuel III","11/29/2024","10:35:00 AM","09:12:00 PM"
"10002","Lim","Antonio","11/29/2024","08:56:00 AM","06:05:00 PM"
"10003","Aquino","Bianca Sofia","11/29/2024","08:28:00 AM","04:11:00 PM"
"10004","Reyes","Isabella","11/29/2024","09:54:00 AM","05:53:00 PM"
"10005","Hernandez","Eduard","11/29/2024","10:23:00 AM","06:22:00 PM"
"10006","Villanueva","Andrea Mae","11/29/2024","09:46:00 AM","07:53:00 PM"
"10007","San Jose","Brad","11/29/2024","08:59:00 AM","06:17:00 PM"
"10008","Romualdez","Alice","11/29/2024","08:45:00 AM","05:33:00 PM"
"10009","Atienza","Rosie","11/29/2024","08:25:00 AM","06:56:00 PM"
"10010","Alvaro","Roderick","11/29/2024","09:46:00 AM","04:54:00 PM"
"10011","Salcedo","Anthony","11/29/2024","09:10:00 AM","04:54:00 PM"
"10012","Lopez","Josie","11/29/2024","10:30:00 AM","05:48:00 PM"
"10013","Farala","Martha","11/29/2024","09:15:00 AM","05:33:00 PM"
"10014","Martinez","Leila","11/29/2024","10:22:00 AM","05:55:00 PM"
"10015","Romualdez","Fredrick","11/29/2024","09:58:00 AM","06:14:00 PM"
"10016","Mata","Christian","11/29/2024","09:26:00 AM","07:45:00 PM"
"10017","De Leon","Selena","11/29/2024","09:34:00 AM","07:20:00 PM"
"10018","San Jose","Allison","11/29/2024","09:40:00 AM","05:58:00 PM"
"10019","Rosario","Cydney","11/29/2024","08:43:00 AM","05:49:00 PM"
"10020","Bautista","Mark","11/29/2024","09:38:00 AM","05:27:00 PM"
"10021","Lazaro","Darlene","11/29/2024","10:17:00 AM","09:00:00 PM"
"10022","Delos Santos","Kolby","11/29/2024","09:36:00 AM","06:14:00 PM"
"10023","Santos","Vella","11/29/2024","09:14:00 AM","05:45:00 PM"
"10024","Del Rosario","Tomas","11/29/2024","09:52:00 AM","06:33:00 PM"
"10025","Tolentino","Jacklyn","11/29/2024","09:25:00 AM","08:15:00 PM"
"10026","Gutierrez","Percival","11/29/2024","10:55:00 AM","09:10:00 PM"
"10027","Manalaysay","Garfield","11/29/2024","10:08:00 AM","05:22:00 PM"
"10028","Villegas","Lizeth","11/29/2024","08:30:00 AM","04:42:00 PM"
"10029","Ramos","Carol","11/29/2024","10:05:00 AM","07:49:00 PM"
"10030","Maceda","Emelia","11/29/2024","09:14:00 AM","07:27:00 PM"
"10031","Aguilar","Delia","11/29/2024","10:10:00 AM","06:27:00 PM"
"10032","Castro","John Rafael","11/29/2024","09:47:00 AM","06:30:00 PM"
"10033","Martinez","Carlos Ian","11/29/2024","10:47:00 AM","09:00:00 PM"
"10034","Santos","Beatriz","11/29/2024","08:56:00 AM","07:40:00 PM"
"10001","Garcia","Manuel III","12/02/2024","08:45:00 AM","04:43:00 PM"
"10002","Lim","Antonio","12/02/2024","09:57:00 AM","04:57:00 PM"
"10003","Aquino","Bianca Sofia","12/02/2024","08:43:00 AM","05:37:00 PM"
"10004","Reyes","Isabella","12/02/2024","09:20:00 AM","04:52:00 PM"
"10005","Hernandez","Eduard","12/02/2024","10:08:00 AM","05:31:00 PM"
"10006","Villanueva","Andrea Mae","12/02/2024","08:39:00 AM","06:04:00 PM"
"10007","San Jose","Brad","12/02/2024","08:13:00 AM","03:51:00 PM"
"10008","Romualdez","Alice","12/02/2024","09:30:00 AM","06:42:00 PM"
"10009","Atienza","Rosie","12/02/2024","09:42:00 AM","07:54:00 PM"
"10010","Alvaro","Roderick","12/02/2024","08:17:00 AM","05:44:00 PM"
"10011","Salcedo","Anthony","12/02/2024","08:00:00 AM","03:14:00 PM"
"10012","Lopez","Josie","12/02/2024","09:57:00 AM","06:14:00 PM"
"10013","Farala","Martha","12/02/2024","09:20:00 AM","06:16:00 PM"
"10014","Martinez","Leila","12/02/2024","10:22:00 AM","08:37:00 PM"
"10015","Romualdez","Fredrick","12/02/2024","08:59:00 AM","07:50:00 PM"
"10016","Mata","Christian","12/02/2024","10:05:00 AM","07:59:00 PM"
"10017","De Leon","Selena","12/02/2024","08:07:00 AM","04:58:00 PM"
"10018","San Jose","Allison","12/02/2024","10:58:00 AM","09:50:00 PM"
"10019","Rosario","Cydney","12/02/2024","08:08:00 AM","06:31:00 PM"
"10020","Bautista","Mark","12/02/2024","09:06:00 AM","07:38:00 PM"
"10021","Lazaro","Darlene","12/02/2024","08:53:00 AM","06:14:00 PM"
"10022","Delos Santos","Kolby","12/02/2024","10:54:00 AM","09:27:00 PM"
"10023","Santos","Vella","12/02/2024","09:33:00 AM","04:43:00 PM"
"10024","Del Rosario","Tomas","12/02/2024","09:52:00 AM","07:23:00 PM"
"10025","Tolentino","Jacklyn","12/02/2024","08:27:00 AM","06:44:00 PM"
"10026","Gutierrez","Percival","12/02/2024","10:22:00 AM","08:13:00 PM"
"10027","Manalaysay","Garfield","12/02/2024","08:32:00 AM","05:43:00 PM"
"10028","Villegas","Lizeth","12/02/2024","09:55:00 AM","04:58:00 PM"
"10029","Ramos","Carol","12/02/2024","09:30:00 AM","06:38:00 PM"
"10030","Maceda","Emelia","12/02/2024","09:59:00 AM","08:30:00 PM"
"10031","Aguilar","Delia","12/02/2024","10:44:00 AM","07:29:00 PM"
"10032","Castro","John Rafael","12/02/2024","09:19:00 AM","06:38:00 PM"
"10033","Martinez","Carlos Ian","12/02/2024","10:52:00 AM","07:33:00 PM"
"10034","Santos","Beatriz","12/02/2024","08:45:00 AM","05:43:00 PM"
"10001","Garcia","Manuel III","12/03/2024","08:07:00 AM","06:51:00 PM"
"10002","Lim","Antonio","12/03/2024","09:32:00 AM","05:09:00 PM"
"10003","Aquino","Bianca Sofia","12/03/2024","10:06:00 AM","06:24:00 PM"
"10004","Reyes","Isabella","12/03/2024","08:43:00 AM","04:03:00 PM"
"10005","Hernandez","Eduard","12/03/2024","08:15:00 AM","03:19:00 PM"
"10006","Villanueva","Andrea Mae","12/03/2024","08:43:00 AM","05:53:00 PM"
"10007","San Jose","Brad","12/03/2024","10:18:00 AM","06:15:00 PM"
"10008","Romualdez","Alice","12/03/2024","10:49:00 AM","06:51:00 PM"
"10009","Atienza","Rosie","12/03/2024","08:55:00 AM","05:55:00 PM"
"10010","Alvaro","Roderick","12/03/2024","08:43:00 AM","05:13:00 PM"
"10011","Salcedo","Anthony","12/03/2024","09:40:00 AM","06:44:00 PM"
"10012","Lopez","Josie","12/03/2024","10:02:00 AM","08:12:00 PM"
"10013","Farala","Martha","12/03/2024","08:14:00 AM","05:10:00 PM"
"10014","Martinez","Leila","12/03/2024","09:26:00 AM","05:49:00 PM"
"10015","Romualdez","Fredrick","12/03/2024","09:37:00 AM","07:43:00 PM"
"10016","Mata","Christian","12/03/2024","09:25:00 AM","07:21:00 PM"
"10017","De Leon","Selena","12/03/2024","10:49:00 AM","06:14:00 PM"
"10018","San Jose","Allison","12/03/2024","09:45:00 AM","06:42:00 PM"
"10019","Rosario","Cydney","12/03/2024","10:50:00 AM","07:49:00 PM"
"10020","Bautista","Mark","12/03/2024","09:03:00 AM","04:14:00 PM"
"10021","Lazaro","Darlene","12/03/2024","09:06:00 AM","05:54:00 PM"
"10022","Delos Santos","Kolby","12/03/2024","10:43:00 AM","07:10:00 PM"
"10023","Santos","Vella","12/03/2024","08:54:00 AM","06:08:00 PM"
"10024","Del Rosario","Tomas","12/03/2024","10:15:00 AM","05:30:00 PM"
"10025","Tolentino","Jacklyn","12/03/2024","08:34:00 AM","04:36:00 PM"
"10026","Gutierrez","Percival","12/03/2024","08:24:00 AM","05:46:00 PM"
"10027","Manalaysay","Garfield","12/03/2024","10:44:00 AM","09:15:00 PM"
"10028","Villegas","Lizeth","12/03/2024","10:52:00 AM","06:04:00 PM"
"10029","Ramos","Carol","12/03/2024","09:00:00 AM","05:55:00 PM"
"10030","Maceda","Emelia","12/03/2024","09:24:00 AM","08:22:00 PM"
"10031","Aguilar","Delia","12/03/2024","09:58:00 AM","05:12:00 PM"
"10032","Castro","John Rafael","12/03/2024","08:58:00 AM","04:00:00 PM"
"10033","Martinez","Carlos Ian","12/03/2024","10:15:00 AM","08:39:00 PM"
"10034","Santos","Beatriz","12/03/2024","09:53:00 AM","07:19:00 PM"
"10001","Garcia","Manuel III","12/04/2024","10:49:00 AM","06:57:00 PM"
"10002","Lim","Antonio","12/04/2024","10:29:00 AM","06:41:00 PM"
"10003","Aquino","Bianca Sofia","12/04/2024","09:26:00 AM","07:12:00 PM"
"10004","Reyes","Isabella","12/04/2024","10:35:00 AM","06:18:00 PM"
"10005","Hernandez","Eduard","12/04/2024","08:58:00 AM","07:48:00 PM"
"10006","Villanueva","Andrea Mae","12/04/2024","10:27:00 AM","09:07:00 PM"
"10007","San Jose","Brad","12/04/2024","09:52:00 AM","07:00:00 PM"
"10008","Romualdez","Alice","12/04/2024","10:29:00 AM","05:38:00 PM"
"10009","Atienza","Rosie","12/04/2024","10:23:00 AM","07:43:00 PM"
"10010","Alvaro","Roderick","12/04/2024","08:10:00 AM","04:13:00 PM"
"10011","Salcedo","Anthony","12/04/2024","09:59:00 AM","05:34:00 PM"
"10012","Lopez","Josie","12/04/2024","09:25:00 AM","05:41:00 PM"
"10013","Farala","Martha","12/04/2024","09:27:00 AM","06:03:00 PM"
"10014","Martinez","Leila","12/04/2024","10:50:00 AM","06:56:00 PM"
"10015","Romualdez","Fredrick","12/04/2024","10:40:00 AM","06:17:00 PM"
"10016","Mata","Christian","12/04/2024","10:28:00 AM","06:07:00 PM"
"10017","De Leon","Selena","12/04/2024","08:07:00 AM","03:09:00 PM"
"10018","San Jose","Allison","12/04/2024","08:42:00 AM","06:08:00 PM"
"10019","Rosario","Cydney","12/04/2024","10:10:00 AM","05:50:00 PM"
"10020","Bautista","Mark","12/04/2024","10:35:00 AM","07:50:00 PM"
"10021","Lazaro","Darlene","12/04/2024","09:00:00 AM","07:42:00 PM"
"10022","Delos Santos","Kolby","12/04/2024","08:25:00 AM","04:24:00 PM"
"10023","Santos","Vella","12/04/2024","09:08:00 AM","04:51:00 PM"
"10024","Del Rosario","Tomas","12/04/2024","08:58:00 AM","04:32:00 PM"
"10025","Tolentino","Jacklyn","12/04/2024","09:32:00 AM","05:53:00 PM"
"10026","Gutierrez","Percival","12/04/2024","09:06:00 AM","07:33:00 PM"
"10027","Manalaysay","Garfield","12/04/2024","10:49:00 AM","08:19:00 PM"
"10028","Villegas","Lizeth","12/04/2024","10:53:00 AM","07:48:00 PM"
"10029","Ramos","Carol","12/04/2024","08:10:00 AM","05:44:00 PM"
"10030","Maceda","Emelia","12/04/2024","08:26:00 AM","06:52:00 PM"
"10031","Aguilar","Delia","12/04/2024","08:35:00 AM","03:57:00 PM"
"10032","Castro","John Rafael","12/04/2024","08:50:00 AM","04:08:00 PM"
"10033","Martinez","Carlos Ian","12/04/2024","09:46:00 AM","08:13:00 PM"
"10034","Santos","Beatriz","12/04/2024","08:29:00 AM","07:18:00 PM"
"10001","Garcia","Manuel III","12/05/2024","09:12:00 AM","04:52:00 PM"
"10002","Lim","Antonio","12/05/2024","09:23:00 AM","05:17:00 PM"
"10003","Aquino","Bianca Sofia","12/05/2024","08:13:00 AM","05:28:00 PM"
"10004","Reyes","Isabella","12/05/2024","08:47:00 AM","03:50:00 PM"
"10005","Hernandez","Eduard","12/05/2024","08:02:00 AM","06:21:00 PM"
"10006","Villanueva","Andrea Mae","12/05/2024","09:13:00 AM","06:18:00 PM"
"10007","San Jose","Brad","12/05/2024","09:39:00 AM","07:59:00 PM"
"10008","Romualdez","Alice","12/05/2024","10:10:00 AM","08:10:00 PM"
"10009","Atienza","Rosie","12/05/2024","09:05:00 AM","06:19:00 PM"
"10010","Alvaro","Roderick","12/05/2024","08:13:00 AM","07:06:00 PM"
"10011","Salcedo","Anthony","12/05/2024","10:44:00 AM","06:38:00 PM"
"10012","Lopez","Josie","12/05/2024","08:08:00 AM","05:48:00 PM"
"10013","Farala","Martha","12/05/2024","08:37:00 AM","06:47:00 PM"
"10014","Martinez","Leila","12/05/2024","10:01:00 AM","08:33:00 PM"
"10015","Romualdez","Fredrick","12/05/2024","10:25:00 AM","06:52:00 PM"
"10016","Mata","Christian","12/05/2024","10:57:00 AM","09:55:00 PM"
"10017","De Leon","Selena","12/05/2024","10:39:00 AM","09:09:00 PM"
"10018","San Jose","Allison","12/05/2024","10:59:00 AM","09:55:00 PM"
"10019","Rosario","Cydney","12/05/2024","08:22:00 AM","04:09:00 PM"
"10020","Bautista","Mark","12/05/2024","10:09:00 AM","08:16:00 PM"
"10021","Lazaro","Darlene","12/05/2024","09:40:00 AM","08:25:00 PM"
"10022","Delos Santos","Kolby","12/05/2024","08:18:00 AM","03:49:00 PM"
"10023","Santos","Vella","12/05/2024","08:02:00 AM","05:33:00 PM"
"10024","Del Rosario","Tomas","12/05/2024","10:55:00 AM","06:14:00 PM"
"10025","Tolentino","Jacklyn","12/05/2024","10:00:00 AM","07:41:00 PM"
"10026","Gutierrez","Percival","12/05/2024","08:38:00 AM","03:49:00 PM"
"10027","Manalaysay","Garfield","12/05/2024","09:49:00 AM","04:56:00 PM"
"10028","Villegas","Lizeth","12/05/2024","10:26:00 AM","07:47:00 PM"
"10029","Ramos","Carol","12/05/2024","09:51:00 AM","04:54:00 PM"
"10030","Maceda","Emelia","12/05/2024","10:28:00 AM","06:26:00 PM"
"10031","Aguilar","Delia","12/05/2024","09:23:00 AM","07:29:00 PM"
"10032","Castro","John Rafael","12/05/2024","09:17:00 AM","07:03:00 PM"
"10033","Martinez","Carlos Ian","12/05/2024","09:41:00 AM","08:20:00 PM"
"10034","Santos","Beatriz","12/05/2024","10:26:00 AM","09:03:00 PM"
"10001","Garcia","Manuel III","12/06/2024","10:37:00 AM","08:43:00 PM"
"10002","Lim","Antonio","12/06/2024","09:32:00 AM","06:33:00 PM"
"10003","Aquino","Bianca Sofia","12/06/2024","08:18:00 AM","04:12:00 PM"
"10004","Reyes","Isabella","12/06/2024","10:18:00 AM","07:46:00 PM"
"10005","Hernandez","Eduard","12/06/2024","09:40:00 AM","06:19:00 PM"
"10006","Villanueva","Andrea Mae","12/06/2024","09:19:00 AM","07:36:00 PM"
"10007","San Jose","Brad","12/06/2024","08:45:00 AM","07:28:00 PM"
"10008","Romualdez","Alice","12/06/2024","08:48:00 AM","06:34:00 PM"
"10009","Atienza","Rosie","12/06/2024","08:46:00 AM","06:03:00 PM"
"10010","Alvaro","Roderick","12/06/2024","08:44:00 AM","05:47:00 PM"
"10011","Salcedo","Anthony","12/06/2024","10:14:00 AM","08:00:00 PM"
"10012","Lopez","Josie","12/06/2024","09:18:00 AM","07:07:00 PM"
"10013","Farala","Martha","12/06/2024","08:52:00 AM","06:44:00 PM"
"10014","Martinez","Leila","12/06/2024","10:47:00 AM","06:53:00 PM"
"10015","Romualdez","Fredrick","12/06/2024","10:26:00 AM","07:32:00 PM"
"10016","Mata","Christian","12/06/2024","09:20:00 AM","08:14:00 PM"
"10017","De Leon","Selena","12/06/2024","09:29:00 AM","08:08:00 PM"
"10018","San Jose","Allison","12/06/2024","09:00:00 AM","07:55:00 PM"
"10019","Rosario","Cydney","12/06/2024","09:46:00 AM","08:28:00 PM"
"10020","Bautista","Mark","12/06/2024","09:33:00 AM","04:40:00 PM"
"10021","Lazaro","Darlene","12/06/2024","08:28:00 AM","05:11:00 PM"
"10022","Delos Santos","Kolby","12/06/2024","09:31:00 AM","05:47:00 PM"
"10023","Santos","Vella","12/06/2024","10:38:00 AM","07:03:00 PM"
"10024","Del Rosario","Tomas","12/06/2024","08:04:00 AM","05:29:00 PM"
"10025","Tolentino","Jacklyn","12/06/2024","10:06:00 AM","07:47:00 PM"
"10026","Gutierrez","Percival","12/06/2024","10:57:00 AM","09:50:00 PM"
"10027","Manalaysay","Garfield","12/06/2024","09:54:00 AM","06:12:00 PM"
"10028","Villegas","Lizeth","12/06/2024","10:28:00 AM","08:42:00 PM"
"10029","Ramos","Carol","12/06/2024","08:05:00 AM","06:24:00 PM"
"10030","Maceda","Emelia","12/06/2024","09:58:00 AM","05:19:00 PM"
"10031","Aguilar","Delia","12/06/2024","10:30:00 AM","08:27:00 PM"
"10032","Castro","John Rafael","12/06/2024","10:31:00 AM","08:08:00 PM"
"10033","Martinez","Carlos Ian","12/06/2024","08:51:00 AM","06:30:00 PM"
"10034","Santos","Beatriz","12/06/2024","08:38:00 AM","05:39:00 PM"
"10001","Garcia","Manuel III","12/09/2024","08:40:00 AM","06:16:00 PM"
"10002","Lim","Antonio","12/09/2024","08:28:00 AM","06:13:00 PM"
"10003","Aquino","Bianca Sofia","12/09/2024","09:22:00 AM","05:44:00 PM"
"10004","Reyes","Isabella","12/09/2024","10:11:00 AM","08:09:00 PM"
"10005","Hernandez","Eduard","12/09/2024","09:06:00 AM","07:21:00 PM"
"10006","Villanueva","Andrea Mae","12/09/2024","08:18:00 AM","03:32:00 PM"
"10007","San Jose","Brad","12/09/2024","10:23:00 AM","07:06:00 PM"
"10008","Romualdez","Alice","12/09/2024","09:45:00 AM","07:04:00 PM"
"10009","Atienza","Rosie","12/09/2024","08:34:00 AM","05:46:00 PM"
"10010","Alvaro","Roderick","12/09/2024","09:39:00 AM","05:45:00 PM"
"10011","Salcedo","Anthony","12/09/2024","08:45:00 AM","05:31:00 PM"
"10012","Lopez","Josie","12/09/2024","09:59:00 AM","08:30:00 PM"
"10013","Farala","Martha","12/09/2024","10:01:00 AM","05:24:00 PM"
"10014","Martinez","Leila","12/09/2024","08:00:00 AM","03:39:00 PM"
"10015","Romualdez","Fredrick","12/09/2024","08:30:00 AM","06:16:00 PM"
"10016","Mata","Christian","12/09/2024","09:22:00 AM","05:55:00 PM"
"10017","De Leon","Selena","12/09/2024","08:12:00 AM","06:56:00 PM"
"10018","San Jose","Allison","12/09/2024","09:33:00 AM","04:52:00 PM"
"10019","Rosario","Cydney","12/09/2024","10:00:00 AM","06:50:00 PM"
"10020","Bautista","Mark","12/09/2024","10:15:00 AM","07:03:00 PM"
"10021","Lazaro","Darlene","12/09/2024","08:21:00 AM","06:53:00 PM"
"10022","Delos Santos","Kolby","12/09/2024","09:24:00 AM","05:48:00 PM"
"10023","Santos","Vella","12/09/2024","10:05:00 AM","07:53:00 PM"
"10024","Del Rosario","Tomas","12/09/2024","08:05:00 AM","06:24:00 PM"
"10025","Tolentino","Jacklyn","12/09/2024","08:47:00 AM","05:00:00 PM"
"10026","Gutierrez","Percival","12/09/2024","08:28:00 AM","04:30:00 PM"
"10027","Manalaysay","Garfield","12/09/2024","10:23:00 AM","05:44:00 PM"
"10028","Villegas","Lizeth","12/09/2024","08:07:00 AM","06:53:00 PM"
"10029","Ramos","Carol","12/09/2024","10:08:00 AM","08:21:00 PM"
"10030","Maceda","Emelia","12/09/2024","09:48:00 AM","05:00:00 PM"
"10031","Aguilar","Delia","12/09/2024","08:24:00 AM","06:18:00 PM"
"10032","Castro","John Rafael","12/09/2024","08:54:00 AM","04:34:00 PM"
"10033","Martinez","Carlos Ian","12/09/2024","08:24:00 AM","05:39:00 PM"
"10034","Santos","Beatriz","12/09/2024","10:42:00 AM","09:41:00 PM"
"10001","Garcia","Manuel III","12/10/2024","09:36:00 AM","04:39:00 PM"
"10002","Lim","Antonio","12/10/2024","10:31:00 AM","08:49:00 PM"
"10003","Aquino","Bianca Sofia","12/10/2024","08:31:00 AM","03:36:00 PM"
"10004","Reyes","Isabella","12/10/2024","08:55:00 AM","06:30:00 PM"
"10005","Hernandez","Eduard","12/10/2024","09:06:00 AM","05:32:00 PM"
"10006","Villanueva","Andrea Mae","12/10/2024","09:26:00 AM","05:21:00 PM"
"10007","San Jose","Brad","12/10/2024","08:42:00 AM","05:55:00 PM"
"10008","Romualdez","Alice","12/10/2024","08:21:00 AM","06:30:00 PM"
"10009","Atienza","Rosie","12/10/2024","09:44:00 AM","08:12:00 PM"
"10010","Alvaro","Roderick","12/10/2024","09:57:00 AM","08:45:00 PM"
"10011","Salcedo","Anthony","12/10/2024","10:25:00 AM","07:47:00 PM"
"10012","Lopez","Josie","12/10/2024","08:10:00 AM","06:05:00 PM"
"10013","Farala","Martha","12/10/2024","10:07:00 AM","05:38:00 PM"
"10014","Martinez","Leila","12/10/2024","08:00:00 AM","06:57:00 PM"
"10015","Romualdez","Fredrick","12/10/2024","08:47:00 AM","07:29:00 PM"
"10016","Mata","Christian","12/10/2024","09:10:00 AM","04:13:00 PM"
"10017","De Leon","Selena","12/10/2024","09:46:00 AM","05:32:00 PM"
"10018","San Jose","Allison","12/10/2024","08:48:00 AM","06:13:00 PM"
"10019","Rosario","Cydney","12/10/2024","08:34:00 AM","06:30:00 PM"
"10020","Bautista","Mark","12/10/2024","10:50:00 AM","08:18:00 PM"
"10021","Lazaro","Darlene","12/10/2024","08:57:00 AM","05:51:00 PM"
"10022","Delos Santos","Kolby","12/10/2024","08:27:00 AM","05:02:00 PM"
"10023","Santos","Vella","12/10/2024","08:09:00 AM","04:28:00 PM"
"10024","Del Rosario","Tomas","12/10/2024","09:17:00 AM","06:51:00 PM"
"10025","Tolentino","Jacklyn","12/10/2024","10:31:00 AM","09:27:00 PM"
"10026","Gutierrez","Percival","12/10/2024","08:00:00 AM","06:15:00 PM"
"10027","Manalaysay","Garfield","12/10/2024","08:11:00 AM","06:42:00 PM"
"10028","Villegas","Lizeth","12/10/2024","09:05:00 AM","04:05:00 PM"
"10029","Ramos","Carol","12/10/2024","10:20:00 AM","08:11:00 PM"
"10030","Maceda","Emelia","12/10/2024","08:59:00 AM","06:00:00 PM"
"10031","Aguilar","Delia","12/10/2024","08:33:00 AM","06:55:00 PM"
"10032","Castro","John Rafael","12/10/2024","08:04:00 AM","05:12:00 PM"
"10033","Martinez","Carlos Ian","12/10/2024","09:27:00 AM","06:36:00 PM"
"10034","Santos","Beatriz","12/10/2024","09:34:00 AM","07:33:00 PM"
"10001","Garcia","Manuel III","12/11/2024","10:12:00 AM","05:24:00 PM"
"10002","Lim","Antonio","12/11/2024","10:38:00 AM","06:50:00 PM"
"10003","Aquino","Bianca Sofia","12/11/2024","08:20:00 AM","05:15:00 PM"
"10004","Reyes","Isabella","12/11/2024","10:01:00 AM","08:21:00 PM"
"10005","Hernandez","Eduard","12/11/2024","10:03:00 AM","05:36:00 PM"
"10006","Villanueva","Andrea Mae","12/11/2024","08:18:00 AM","03:31:00 PM"
"10007","San Jose","Brad","12/11/2024","08:50:00 AM","07:34:00 PM"
"10008","Romualdez","Alice","12/11/2024","10:34:00 AM","08:36:00 PM"
"10009","Atienza","Rosie","12/11/2024","09:03:00 AM","05:01:00 PM"
"10010","Alvaro","Roderick","12/11/2024","10:39:00 AM","06:03:00 PM"
"10011","Salcedo","Anthony","12/11/2024","08:59:00 AM","07:30:00 PM"
"10012","Lopez","Josie","12/11/2024","10:38:00 AM","07:34:00 PM"
"10013","Farala","Martha","12/11/2024","08:39:00 AM","05:40:00 PM"
"10014","Martinez","Leila","12/11/2024","08:10:00 AM","03:40:00 PM"
"10015","Romualdez","Fredrick","12/11/2024","10:40:00 AM","06:15:00 PM"
"10016","Mata","Christian","12/11/2024","10:13:00 AM","05:40:00 PM"
"10017","De Leon","Selena","12/11/2024","08:09:00 AM","04:02:00 PM"
"10018","San Jose","Allison","12/11/2024","09:12:00 AM","07:16:00 PM"
"10019","Rosario","Cydney","12/11/2024","10:14:00 AM","06:58:00 PM"
"10020","Bautista","Mark","12/11/2024","09:27:00 AM","05:13:00 PM"
"10021","Lazaro","Darlene","12/11/2024","09:53:00 AM","08:44:00 PM"
"10022","Delos Santos","Kolby","12/11/2024","08:18:00 AM","04:21:00 PM"
"10023","Santos","Vella","12/11/2024","08:06:00 AM","05:00:00 PM"
"10024","Del Rosario","Tomas","12/11/2024","09:23:00 AM","07:56:00 PM"
"10025","Tolentino","Jacklyn","12/11/2024","10:47:00 AM","06:55:00 PM"
"10026","Gutierrez","Percival","12/11/2024","08:57:00 AM","07:45:00 PM"
"10027","Manalaysay","Garfield","12/11/2024","10:29:00 AM","09:06:00 PM"
"10028","Villegas","Lizeth","12/11/2024","08:53:00 AM","06:35:00 PM"
"10029","Ramos","Carol","12/11/2024","08:45:00 AM","06:42:00 PM"
"10030","Maceda","Emelia","12/11/2024","08:21:00 AM","05:05:00 PM"
"10031","Aguilar","Delia","12/11/2024","10:45:00 AM","05:47:00 PM"
"10032","Castro","John Rafael","12/11/2024","10:57:00 AM","09:47:00 PM"
"10033","Martinez","Carlos Ian","12/11/2024","08:07:00 AM","03:43:00 PM"
"10034","Santos","Beatriz","12/11/2024","08:45:00 AM","07:44:00 PM"
"10001","Garcia","Manuel III","12/12/2024","09:07:00 AM","07:44:00 PM"
"10002","Lim","Antonio","12/12/2024","10:53:00 AM","06:03:00 PM"
